Биграмма,Частота
"('специальный', 'насосный')",1
"('насосный', 'агрегат')",1
"('агрегат', 'колесный')",1
"('погрузчик', 'бетонораспределительный')",1
"('бетонораспределительный', 'стрела')",1
"('машина', 'разрушение')",1
"('разрушение', 'специализированный')",1
"('пассажирский', 'автомобиль')",1
"('автомобиль', 'мобильный')",1
"('мобильный', 'конусный')",1
"('конусный', 'дробилка')",1
"('дробилка', 'полуприцеп')",1
"('полуприцеп', 'обработка')",1
"('обработка', 'передвижной')",1
"('лаборатория', 'электрохимзащита')",1
"('электрохимзащита', 'ремонт')",1
"('ремонт', 'трубопровод')",1
"('трубопровод', 'машина')",1
"('машина', 'расчистка')",1
"('расчистка', 'просека')",1
"('просека', 'лесной')",1
"('лесной', 'измельчительный')",1
"('измельчительный', 'комплекс')",1
"('специальный', 'дробильный')",1
"('колесный', 'полноповоротный')",1
"('полноповоротный', 'специальный')",1
"('передвижной', 'экскаватор')",1
"('экскаватор', 'универсальный')",1
"('универсальный', 'колесный')",1
"('одноковшовый', 'гидравлический')",1
"('гидравлический', 'подметальный')",1
"('подметальный', 'всасывающий')",1
"('всасывающий', 'машина')",1
"('грузовой', 'пневмоколесный')",1
"('пневмоколесный', 'карьерный')",1
"('самосвал', 'автобус')",1
"('городской', 'штабелер')",1
"('штабелер', 'самоходный')",1
"('прицеп', 'раздатчик')",1
"('корм', 'тракторный')",1
"('тракторный', 'комбайн')",1
"('картофелеуборочный', 'самоходный')",1
"('самоходный', 'специальный')",1
"('механизировать', 'снегоболотоход')",1
"('снегоболотоход', 'квадроцикл')",1
"('квадроцикл', 'фронтальный')",1
"('стрела', 'вилочный')",1
"('захват', 'погрузчик')",1
"('сельскохозяйственный', 'машина')",1
"('машина', 'аэродромный')",1
"('аэродромный', 'уборочная')",1
"('уборочная', 'культиватор')",1
"('культиватор', 'прицепной')",1
"('прицепной', 'комбинированный')",1
"('комбинированный', 'снегоболотоход')",1
"('телескопический', 'рабочий')",1
"('платформа', 'одноковшовый')",1
"('одноковшовый', 'минипогрузчик')",1
"('минипогрузчик', 'самоходный')",1
"('электропогрузчик', 'специальный')",1
"('специальный', 'аттракцион')",1
"('аттракцион', 'электрокар')",1
"('электрокар', 'ворошитель')",1
"('ворошитель', 'агрегат')",1
"('агрегат', 'передвижной')",1
"('передвижной', 'сварочный')",1
"('сварочный', 'погрузчик')",1
"('захват', 'мобильный')",1
"('установка', 'универсальный')",1
"('погрузчик', 'автопогрузчик')",1
"('автопогрузчик', 'малогабаритный')",1
"('малогабаритный', 'каток')",1
"('дорожный', 'пневмошинный')",1
"('пневмошинный', 'каток')",1
"('комбинированный', 'специальный')",1
"('специальный', 'кабельный')",1
"('кабельный', 'транспортер')",1
"('транспортер', 'бульдозер')",1
"('бульдозер', 'промышленный')",1
"('промышленный', 'средство')",1
"('средство', 'малый')",1
"('малый', 'механизация')",1
"('механизация', 'применение')",1
"('применение', 'механизировать')",1
"('механизировать', 'трактор')",1
"('цистерна', 'тракторный')",1
"('тракторный', 'компрессорный')",1
"('компрессорный', 'винтовой')",1
"('винтовой', 'установка')",1
"('универсальный', 'самоходный')",1
"('разбрасыватель', 'каток')",1
"('дорожный', 'пневмоколесный')",1
"('пневмоколесный', 'экскаватор')",1
"('гусеничный', 'одноковшовый')",1
"('полноповоротный', 'кран')",1
"('кран', 'короткобазный')",1
"('короткобазный', 'специальный')",1
"('класс', 'прицеп')",1
"('подметальный', 'самозагружающийся')",1
"('самозагружающийся', 'погрузчик')",1
"('электрический', 'автомобиль')",1
"('ломовоз', 'гидроманипулятор')",1
"('гидроманипулятор', 'трактор')",1
"('колесный', 'общий')",1
"('передвижной', 'электростанция')",1
"('электростанция', 'рефрижераторный')",1
"('рефрижераторный', 'полуприцеп')",1
"('полуприцеп', 'подъемник')",1
"('подъемник', 'стреловой')",1
"('гусеничный', 'рабочий')",1
"('платформа', 'мобильный')",1
"('стрела', 'косилка')",1
"('косилка', 'сидение')",1
"('сидение', 'полуприцеп')",1
"('грузовой', 'общий')",1
"('назначение', 'ножничный')",1
"('тентованный', 'экскаватор')",1
"('экскаватор', 'траншейный')",1
"('траншейный', 'цепной')",1
"('цепной', 'автоцистерна')",1
"('подъемник', 'дизельный')",1
"('дизельный', 'коленчатый')",1
"('коленчатый', 'каток')",1
"('каток', 'многоцелевой')",1
"('многоцелевой', 'автомобиль')",1
"('автомобиль', 'картофелевоз')",1
"('картофелевоз', 'автомобиль')",1
"('автомобиль', 'сельскохозяйственный')",1
"('назначение', 'вездеход')",1
"('жидкость', 'универсальный')",1
"('универсальный', 'телескопический')",1
"('рефрижератор', 'тележка')",1
"('тележка', 'электрический')",1
"('электрический', 'специальный')",1
"('класс', 'самоходный')",1
"('самозагрузка', 'специальный')",1
"('специальный', 'автотопливомаслозаправщик')",1
"('автотопливомаслозаправщик', 'машина')",1
"('машина', 'перемещение')",1
"('перемещение', 'материал')",1
"('уборочный', 'самоходный')",1
"('ход', 'самоходный')",1
"('гусеничный', 'грохот')",1
"('грохот', 'тандемный')",1
"('тандемный', 'каток')",1
"('каток', 'погрузчик')",1
"('малогабаритный', 'универсальный')",1
"('универсальный', 'экскаватор')",1
"('ход', 'одновальцовый')",1
"('одновальцовый', 'дорожный')",1
"('автомобиль', 'штабной')",1
"('штабной', 'каток')",1
"('вибрационный', 'мобильный')",1
"('ножничный', 'подьемник')",1
"('класс', 'комбайн')",1
"('самоходный', 'трактор')",1
"('трактор', 'лесохозяйственный')",1
"('лесохозяйственный', 'вилочный')",1
"('дизельный', 'самоходный')",1
"('самозагрузка', 'трактор')",1
"('колесный', 'грузовой')",1
"('специальный', 'организация')",1
"('организация', 'бытовой')",1
"('бытовой', 'условие')",1
"('условие', 'проживание')",1
"('проживание', 'копер')",1
"('гусеничный', 'сейсмический')",1
"('сейсмический', 'вибратор')",1
"('вибратор', 'щековый')",1
"('щековый', 'дробильный')",1
"('дробильный', 'машина')",1
"('машина', 'фронтальный')",1
"('поворот', 'мобильный')",1
"('стрела', 'штабелер')",1
"('электрический', 'мобильный')",1
"('мобильный', 'дробилка')",1
"('дробилка', 'гусеничный')",1
"('погрузчик', 'пеноподъемник')",1
"('пеноподъемник', 'пожарный')",1
"('пожарный', 'мобильный')",1
"('платформа', 'телескопический')",1
"('стрела', 'кран')",1
"('кран', 'телескопический')",1
"('телескопический', 'самоходный')",1
"('полноповоротный', 'фронтальный')",1
"('стрела', 'минипогрузчик')",1
"('минипогрузчик', 'фронтальный')",1
"('фронтальный', 'бортовый')",1
"('бетоносмеситель', 'подъемник')",1
"('вибрационный', 'тандемный')",1
"('тандемный', 'экскаватор')",1
"('ход', 'двухковшовый')",1
"('двухковшовый', 'самоходный')",1
"('станок', 'гусеничный')",1
"('ход', 'погрузчик')",1
"('полноповоротный', 'комбайн')",1
"('комбайн', 'свеклоуборочный')",1
"('свеклоуборочный', 'самоходный')",1
"('самоходный', 'четырехколесный')",1
"('четырехколесный', 'вилочный')",1
"('электропогрузчик', 'дизельный')",1
"('полноповоротный', 'автопогрузчик')",1
"('телескопический', 'гусеничный')",1
"('экскаватор', 'мобильный')",1
"('установка', 'грохот')",1
"('экскаватор', 'полноповоротный')",1
"('полноповоротный', 'трактор')",1
"('промышленный', 'универсальный')",1
"('универсальный', 'гусеничный')",1
"('гусеничный', 'роторный')",1
"('роторный', 'дробильный')",1
"('сваебойный', 'буровой')",1
"('специализированный', 'изотермический')",1
"('изотермический', 'установка')",1
"('бурение', 'гнб')",1
"('гнб', 'оборудование')",1
"('оборудование', 'подъемный')",1
"('подъемный', 'транспортный')",1
"('транспортный', 'мобильный')",1
"('ход', 'кран')",1
"('гусеничный', 'погрузчик')",1
"('дизельный', 'фургон')",1
"('фургон', 'лаборатория')",1
"('лаборатория', 'специализированный')",1
"('перевозка', 'мототехника')",1
"('мототехника', 'машина')",1
"('погрузочный', 'уборочная')",1
"('уборочная', 'уплотнитель')",1
"('уплотнитель', 'мусор')",1
"('мусор', 'каток')",1
"('дорожный', 'одновальцовый')",1
"('одновальцовый', 'погрузчик')",1
"('ход', 'электрический')",1
"('ножничный', 'тип')",1
"('тип', 'специализировать')",1
"('специализировать', 'изотермический')",1
"('фургон', 'полуприцеп')",1
"('полуприцеп', 'лесовозный')",1
"('специальный', 'телескопический')",1
"('телескопический', 'фронтальный')",1
"('автоэвакуатор', 'вилочный')",1
"('стрела', 'ножничный')",1
"('колесный', 'подъемник')",1
"('подъемник', 'специализированный')",1
"('изотермический', 'штабелер')",1
"('ричтрак', 'машина')",1
"('погрузочный', 'транспортировать')",1
"('транспортировать', 'форвардер')",1
"('форвардер', 'кран')",1
"('гусеничный', 'телескопический')",1
"('телескопический', 'тягач')",1
"('тягач', 'терминальный')",1
"('терминальный', 'автопогрузчик')",1
"('самоходный', 'землеройный')",1
"('землеройный', 'машина')",1
"('машина', 'холодный')",1
"('холодный', 'дорожный')",1
"('фреза', 'снегоочиститель')",1
"('снегоочиститель', 'плужный')",1
"('плужный', 'м')",1
"('м', 'ломовоз')",1
"('ломовоз', 'гму')",1
"('гму', 'самоходный')",1
"('самоходный', 'грохот')",1
