Триграмма,Частота
"('экскаватор', 'погрузчик', 'самоходный')",1
"('погрузчик', 'самоходный', 'машина')",1
"('самоходный', 'машина', 'стабилизация')",1
"('машина', 'стабилизация', 'регенерация')",1
"('дорожный', 'полотно', 'прицеп')",1
"('полотно', 'прицеп', 'тракторный')",1
"('прицеп', 'тракторный', 'осушитель')",1
"('тракторный', 'осушитель', 'специальный')",1
"('осушитель', 'специальный', 'передвижной')",1
"('насосный', 'установка', 'специальный')",1
"('установка', 'специальный', 'установка')",1
"('гидратация', 'смесь', 'лаборатория')",1
"('смесь', 'лаборатория', 'электротехнический')",1
"('лаборатория', 'электротехнический', 'автомобиль')",1
"('электротехнический', 'автомобиль', 'лесовоз')",1
"('автомобиль', 'лесовоз', 'гм')",1
"('лесовоз', 'гм', 'машина')",1
"('гм', 'машина', 'поливомоечный')",1
"('машина', 'поливомоечный', 'полуприцепной')",1
"('поливомоечный', 'полуприцепной', 'автопогрузчик')",1
"('полуприцепной', 'автопогрузчик', 'колесный')",1
"('автопогрузчик', 'колесный', 'вилочный')",1
"('колесный', 'вилочный', 'компрессор')",1
"('вилочный', 'компрессор', 'воздушный')",1
"('компрессор', 'воздушный', 'колесный')",1
"('воздушный', 'колесный', 'шасси')",1
"('колесный', 'шасси', 'телескопический')",1
"('шасси', 'телескопический', 'подъемный')",1
"('телескопический', 'подъемный', 'тележка')",1
"('подъемный', 'тележка', 'подметальный')",1
"('тележка', 'подметальный', 'уборочная')",1
"('подметальный', 'уборочная', 'машина')",1
"('уборочная', 'машина', 'специальный')",1
"('машина', 'специальный', 'бункер')",1
"('специальный', 'бункер', 'устройство')",1
"('бункер', 'устройство', 'распределение')",1
"('устройство', 'распределение', 'специальный')",1
"('распределение', 'специальный', 'передвижной')",1
"('специальный', 'передвижной', 'мастерская')",1
"('передвижной', 'мастерская', 'кму')",1
"('мастерская', 'кму', 'машина')",1
"('кму', 'машина', 'коммунальный')",1
"('машина', 'коммунальный', 'полуприцепной')",1
"('коммунальный', 'полуприцепной', 'установка')",1
"('полуприцепной', 'установка', 'гусеничный')",1
"('гусеничный', 'ход', 'полуприцеп')",1
"('ход', 'полуприцеп', 'лесотранспортный')",1
"('полуприцеп', 'лесотранспортный', 'роторный')",1
"('лесотранспортный', 'роторный', 'буровой')",1
"('роторный', 'буровой', 'самоходный')",1
"('самоходный', 'установка', 'экскаватор')",1
"('установка', 'экскаватор', 'гидравлический')",1
"('гусеничный', 'ход', 'грузоподъемный')",1
"('ход', 'грузоподъемный', 'оборудование')",1
"('грузоподъемный', 'оборудование', 'сваевдавливать')",1
"('оборудование', 'сваевдавливать', 'копер')",1
"('сваевдавливать', 'копер', 'фронтальный')",1
"('копер', 'фронтальный', 'погрузчик')",1
"('фронтальный', 'погрузчик', 'сельский')",1
"('погрузчик', 'сельский', 'хозяйство')",1
"('сельский', 'хозяйство', 'автомобиль')",1
"('хозяйство', 'автомобиль', 'бетономешалка')",1
"('автомобиль', 'бетономешалка', 'универсальный')",1
"('бетономешалка', 'универсальный', 'фронтальный')",1
"('универсальный', 'фронтальный', 'мини')",1
"('фронтальный', 'мини', 'погрузчик')",1
"('бортовый', 'поворот', 'погрузчик')",1
"('поворот', 'погрузчик', 'универсальный')",1
"('погрузчик', 'универсальный', 'специализированный')",1
"('универсальный', 'специализированный', 'автоцистерна')",1
"('специализированный', 'автоцистерна', 'технический')",1
"('автоцистерна', 'технический', 'вода')",1
"('технический', 'вода', 'соляной')",1
"('вода', 'соляной', 'раствор')",1
"('соляной', 'раствор', 'коммунальный')",1
"('раствор', 'коммунальный', 'машина')",1
"('коммунальный', 'машина', 'уборка')",1
"('машина', 'уборка', 'дорога')",1
"('уборка', 'дорога', 'тротуар')",1
"('дорога', 'тротуар', 'специализированный')",1
"('тротуар', 'специализированный', 'перевозка')",1
"('вещество', 'изделие', 'кран')",1
"('изделие', 'кран', 'стреловой')",1
"('гусеничный', 'ход', 'подъемник')",1
"('ход', 'подъемник', 'экскаватор')",1
"('подъемник', 'экскаватор', 'гидравлический')",1
"('экскаватор', 'гидравлический', 'специальный')",1
"('гидравлический', 'специальный', 'передвижной')",1
"('специальный', 'передвижной', 'склад')",1
"('передвижной', 'склад', 'взрывчатый')",1
"('склад', 'взрывчатый', 'материал')",1
"('взрывчатый', 'материал', 'средство')",1
"('материал', 'средство', 'инициирование')",1
"('средство', 'инициирование', 'комбайн')",1
"('инициирование', 'комбайн', 'картофелеуборочный')",1
"('комбайн', 'картофелеуборочный', 'подъемник')",1
"('картофелеуборочный', 'подъемник', 'коленчатый')",1
"('подъемник', 'коленчатый', 'рабочий')",1
"('коленчатый', 'рабочий', 'платформа')",1
"('платформа', 'специальный', 'передвижной')",1
"('специальный', 'передвижной', 'дизель')",1
"('передвижной', 'дизель', 'генератор')",1
"('дизель', 'генератор', 'экскаватор')",1
"('генератор', 'экскаватор', 'одноковшовый')",1
"('одноковшовый', 'гусеничный', 'гидравлический')",1
"('гусеничный', 'гидравлический', 'минипогрузчик')",1
"('гидравлический', 'минипогрузчик', 'боковой')",1
"('минипогрузчик', 'боковой', 'поворот')",1
"('боковой', 'поворот', 'самоходный')",1
"('поворот', 'самоходный', 'кормосмеситель')",1
"('самоходный', 'кормосмеситель', 'мобильный')",1
"('кормосмеситель', 'мобильный', 'роторный')",1
"('мобильный', 'роторный', 'дробилка')",1
"('роторный', 'дробилка', 'автоцистерна')",1
"('дробилка', 'автоцистерна', 'транспортировка')",1
"('автоцистерна', 'транспортировка', 'сжиженный')",1
"('транспортировка', 'сжиженный', 'углеводородный')",1
"('углеводородный', 'газ', 'газонокосильный')",1
"('газ', 'газонокосильный', 'машина')",1
"('газонокосильный', 'машина', 'автомобиль')",1
"('машина', 'автомобиль', 'бетоносмеситель')",1
"('автомобиль', 'бетоносмеситель', 'специальный')",1
"('бетоносмеситель', 'специальный', 'мобильный')",1
"('мобильный', 'офис', 'специальный')",1
"('офис', 'специальный', 'автомобиль')",1
"('специальный', 'автомобиль', 'автодом')",1
"('автомобиль', 'автодом', 'кран')",1
"('автодом', 'кран', 'гидравлический')",1
"('кран', 'гидравлический', 'пескоразбрасывать')",1
"('гидравлический', 'пескоразбрасывать', 'поливомоечный')",1
"('пескоразбрасывать', 'поливомоечный', 'лаборатория')",1
"('поливомоечный', 'лаборатория', 'специальный')",1
"('лаборатория', 'специальный', 'грузовой')",1
"('специальный', 'грузовой', 'кму')",1
"('грузовой', 'кму', 'погрузчик')",1
"('кму', 'погрузчик', 'колесный')",1
"('колесный', 'ход', 'полноповоротный')",1
"('ход', 'полноповоротный', 'гусеничный')",1
"('гусеничный', 'экскаватор', 'машина')",1
"('экскаватор', 'машина', 'самоходный')",1
"('машина', 'самоходный', 'энергетический')",1
"('самоходный', 'энергетический', 'ричтрак')",1
"('энергетический', 'ричтрак', 'электрический')",1
"('ричтрак', 'электрический', 'подъемник')",1
"('электрический', 'подъемник', 'самоходный')",1
"('подъемник', 'самоходный', 'стреловой')",1
"('самоходный', 'стреловой', 'специальный')",1
"('стреловой', 'специальный', 'оснащать')",1
"('рабочий', 'платформа', 'самоходный')",1
"('платформа', 'самоходный', 'установка')",1
"('самоходный', 'установка', 'разведочный')",1
"('разведочный', 'бурение', 'грузовой')",1
"('бурение', 'грузовой', 'крюковой')",1
"('грузовой', 'крюковой', 'погрузчик')",1
"('крюковой', 'погрузчик', 'азотный')",1
"('погрузчик', 'азотный', 'станция')",1
"('азотный', 'станция', 'гусеничный')",1
"('станция', 'гусеничный', 'стреловой')",1
"('гусеничный', 'стреловой', 'кран')",1
"('стреловой', 'кран', 'полуприцеп')",1
"('кран', 'полуприцеп', 'тракторный')",1
"('полуприцеп', 'тракторный', 'герметичный')",1
"('тракторный', 'герметичный', 'карьерный')",1
"('герметичный', 'карьерный', 'экскаватор')",1
"('карьерный', 'экскаватор', 'погрузчик')",1
"('экскаватор', 'погрузчик', 'штабелер')",1
"('погрузчик', 'штабелер', 'вилочный')",1
"('штабелер', 'вилочный', 'самоходный')",1
"('вилочный', 'самоходный', 'бетононасос')",1
"('самоходный', 'бетононасос', 'погрузчик')",1
"('бетононасос', 'погрузчик', 'телескопический')",1
"('погрузчик', 'телескопический', 'вилочный')",1
"('телескопический', 'вилочный', 'подъемник')",1
"('вилочный', 'подъемник', 'телескопический')",1
"('подъемник', 'телескопический', 'рубильный')",1
"('телескопический', 'рубильный', 'машина')",1
"('рубильный', 'машина', 'лесозаготовительный')",1
"('машина', 'лесозаготовительный', 'комплекс')",1
"('лесозаготовительный', 'комплекс', 'специальный')",1
"('комплекс', 'специальный', 'дорожный')",1
"('специальный', 'дорожный', 'машина')",1
"('дорожный', 'машина', 'подъемник')",1
"('машина', 'подъемник', 'рабочий')",1
"('платформа', 'специальный', 'многофункциональный')",1
"('специальный', 'многофункциональный', 'специальный')",1
"('многофункциональный', 'специальный', 'сбор')",1
"('специальный', 'сбор', 'нефть')",1
"('сбор', 'нефть', 'газовый')",1
"('нефть', 'газовый', 'конденсат')",1
"('газовый', 'конденсат', 'перевозчик')",1
"('конденсат', 'перевозчик', 'взрывчатый')",1
"('перевозчик', 'взрывчатый', 'материал')",1
"('взрывчатый', 'материал', 'специальный')",1
"('материал', 'специальный', 'мультилифт')",1
"('специальный', 'мультилифт', 'кму')",1
"('мультилифт', 'кму', 'автомобиль')",1
"('кму', 'автомобиль', 'самосвал')",1
"('автомобиль', 'самосвал', 'трактор')",1
"('самосвал', 'трактор', 'колесный')",1
"('колесный', 'сельскохозяйственный', 'назначение')",1
"('сельскохозяйственный', 'назначение', 'автобус')",1
"('назначение', 'автобус', 'возможность')",1
"('автобус', 'возможность', 'перевозка')",1
"('возможность', 'перевозка', 'инвалид')",1
"('перевозка', 'инвалид', 'специальный')",1
"('инвалид', 'специальный', 'прицеп')",1
"('специальный', 'прицеп', 'автодом')",1
"('прицеп', 'автодом', 'коленчатый')",1
"('автодом', 'коленчатый', 'самоходный')",1
"('коленчатый', 'самоходный', 'подъемник')",1
"('самоходный', 'подъемник', 'экскаватор')",1
"('подъемник', 'экскаватор', 'фронтальный')",1
"('экскаватор', 'фронтальный', 'погрузчик')",1
"('погрузчик', 'одноковшовый', 'каток')",1
"('одноковшовый', 'каток', 'дорожный')",1
"('дорожный', 'тандемный', 'самоходный')",1
"('тандемный', 'самоходный', 'щековый')",1
"('самоходный', 'щековый', 'дробилка')",1
"('щековый', 'дробилка', 'самоходный')",1
"('дробилка', 'самоходный', 'сортировочная')",1
"('самоходный', 'сортировочная', 'установка')",1
"('сортировочная', 'установка', 'электрический')",1
"('установка', 'электрический', 'вилочный')",1
"('электрический', 'вилочный', 'погрузчик')",1
"('вилочный', 'погрузчик', 'одноковшовый')",1
"('погрузчик', 'одноковшовый', 'погрузчик')",1
"('одноковшовый', 'погрузчик', 'полумобильный')",1
"('погрузчик', 'полумобильный', 'вертикальный')",1
"('полумобильный', 'вертикальный', 'роторный')",1
"('вертикальный', 'роторный', 'дробилка')",1
"('роторный', 'дробилка', 'рефрижератор')",1
"('дробилка', 'рефрижератор', 'грузоподъемный')",1
"('грузоподъемный', 'борт', 'машина')",1
"('борт', 'машина', 'коммунальный')",1
"('машина', 'коммунальный', 'уборочный')",1
"('коммунальный', 'уборочный', 'барабанный')",1
"('уборочный', 'барабанный', 'грохот')",1
"('барабанный', 'грохот', 'снегоболотоход')",1
"('грохот', 'снегоболотоход', 'колесный')",1
"('снегоболотоход', 'колесный', 'буровой')",1
"('колесный', 'буровой', 'установка')",1
"('буровой', 'установка', 'буровой')",1
"('установка', 'буровой', 'роторный')",1
"('буровой', 'роторный', 'установка')",1
"('роторный', 'установка', 'специальный')",1
"('установка', 'специальный', 'разметка')",1
"('специальный', 'разметка', 'дорога')",1
"('разметка', 'дорога', 'прицепной')",1
"('дорога', 'прицепной', 'мини')",1
"('прицепной', 'мини', 'экскаватор')",1
"('мини', 'экскаватор', 'специализированный')",1
"('экскаватор', 'специализированный', 'контейнеровоз')",1
"('специализированный', 'контейнеровоз', 'вибрационный')",1
"('контейнеровоз', 'вибрационный', 'каток')",1
"('вибрационный', 'каток', 'дорожный')",1
"('каток', 'дорожный', 'передвижной')",1
"('дорожный', 'передвижной', 'сортировочная')",1
"('передвижной', 'сортировочная', 'установка')",1
"('сортировочная', 'установка', 'зернометатель')",1
"('установка', 'зернометатель', 'кран')",1
"('зернометатель', 'кран', 'манипулятор')",1
"('кран', 'манипулятор', 'погрузочный')",1
"('манипулятор', 'погрузочный', 'доставочный')",1
"('погрузочный', 'доставочный', 'машина')",1
"('доставочный', 'машина', 'гусеничный')",1
"('машина', 'гусеничный', 'трактор')",1
"('гусеничный', 'трактор', 'специальный')",1
"('трактор', 'специальный', 'седельный')",1
"('седельный', 'тягач', 'лебедка')",1
"('тягач', 'лебедка', 'погрузка')",1
"('лебедка', 'погрузка', 'груз')",1
"('погрузка', 'груз', 'полуприцеп')",1
"('груз', 'полуприцеп', 'автопогрузчик')",1
"('полуприцеп', 'автопогрузчик', 'вилочный')",1
"('автопогрузчик', 'вилочный', 'самоходный')",1
"('вилочный', 'самоходный', 'сваебойный')",1
"('самоходный', 'сваебойный', 'установка')",1
"('сваебойный', 'установка', 'специальный')",1
"('установка', 'специальный', 'транспортный')",1
"('транспортный', 'средство', 'автоэвакуатор')",1
"('средство', 'автоэвакуатор', 'подъемник')",1
"('автоэвакуатор', 'подъемник', 'самоходный')",1
"('подъемник', 'самоходный', 'телескопический')",1
"('самоходный', 'телескопический', 'прицеп')",1
"('телескопический', 'прицеп', 'тяжеловоз')",1
"('прицеп', 'тяжеловоз', 'автобетоносмеситель')",1
"('тяжеловоз', 'автобетоносмеситель', 'трактор')",1
"('автобетоносмеситель', 'трактор', 'колесный')",1
"('колесный', 'сельскохозяйственный', 'общий')",1
"('сельскохозяйственный', 'общий', 'назначение')",1
"('назначение', 'полуприцеп', 'тележка')",1
"('полуприцеп', 'тележка', 'перевозка')",1
"('тележка', 'перевозка', 'скот')",1
"('перевозка', 'скот', 'экскаватор')",1
"('скот', 'экскаватор', 'гусеничный')",1
"('экскаватор', 'гусеничный', 'гидравлический')",1
"('гусеничный', 'гидравлический', 'полноповоротный')",1
"('гидравлический', 'полноповоротный', 'погрузчик')",1
"('полноповоротный', 'погрузчик', 'фронтальный')",1
"('одноковшовый', 'самоходный', 'бортовый')",1
"('самоходный', 'бортовый', 'поворот')",1
"('поворот', 'самоходный', 'установка')",1
"('направлять', 'бурение', 'самоходный')",1
"('бурение', 'самоходный', 'подъемник')",1
"('самоходный', 'подъемник', 'стрела')",1
"('подъемник', 'стрела', 'пантографный')",1
"('стрела', 'пантографный', 'тип')",1
"('пантографный', 'тип', 'самоходный')",1
"('тип', 'самоходный', 'установка')",1
"('установка', 'горизонтальный', 'направленный')",1
"('горизонтальный', 'направленный', 'бурение')",1
"('направленный', 'бурение', 'гусеничный')",1
"('бурение', 'гусеничный', 'ход')",1
"('ход', 'специальный', 'автоцистерна')",1
"('специальный', 'автоцистерна', 'специальный')",1
"('машина', 'вакуумный', 'комбинировать')",1
"('вакуумный', 'комбинировать', 'специализированный')",1
"('комбинировать', 'специализированный', 'перевозка')",1
"('специализированный', 'перевозка', 'сменный')",1
"('сменный', 'кузов', 'подъемник')",1
"('кузов', 'подъемник', 'самоходный')",1
"('подъемник', 'самоходный', 'экскаватор')",1
"('самоходный', 'экскаватор', 'гидравлический')",1
"('экскаватор', 'гидравлический', 'полноповоротный')",1
"('гидравлический', 'полноповоротный', 'грузовой')",1
"('полноповоротный', 'грузовой', 'фургон')",1
"('грузоподъемный', 'борт', 'специализированный')",1
"('борт', 'специализированный', 'перевозка')",1
"('специализированный', 'перевозка', 'хлебобулочный')",1
"('хлебобулочный', 'изделие', 'подметальный')",1
"('изделие', 'подметальный', 'уборочная')",1
"('подметальный', 'уборочная', 'вакуумный')",1
"('уборочная', 'вакуумный', 'машина')",1
"('вакуумный', 'машина', 'машина')",1
"('машина', 'машина', 'коммунальный')",1
"('коммунальный', 'строительный', 'фронтальный')",1
"('фронтальный', 'одноковшовый', 'погрузчик')",1
"('одноковшовый', 'погрузчик', 'колесный')",1
"('колесный', 'ход', 'установка')",1
"('ход', 'установка', 'буровой')",1
"('установка', 'буровой', 'передвижной')",1
"('буровой', 'передвижной', 'ремонт')",1
"('передвижной', 'ремонт', 'скважина')",1
"('скважина', 'колесный', 'погрузчик')",1
"('колесный', 'погрузчик', 'каток')",1
"('погрузчик', 'каток', 'дорожный')",1
"('каток', 'дорожный', 'асфальтовый')",1
"('дорожный', 'асфальтовый', 'специальный')",1
"('асфальтовый', 'специальный', 'мусоровоз')",1
"('задний', 'загрузка', 'кму')",1
"('загрузка', 'кму', 'самоходный')",1
"('кму', 'самоходный', 'телескопический')",1
"('телескопический', 'погрузчик', 'гидравлический')",1
"('погрузчик', 'гидравлический', 'экскаватор')",1
"('гидравлический', 'экскаватор', 'самоходный')",1
"('экскаватор', 'самоходный', 'роторный')",1
"('самоходный', 'роторный', 'буровой')",1
"('буровой', 'установка', 'измельчитель')",1
"('установка', 'измельчитель', 'отходы')",1
"('измельчитель', 'отходы', 'прицеп')",1
"('отходы', 'прицеп', 'снегоболотоход')",1
"('прицеп', 'снегоболотоход', 'вилочный')",1
"('снегоболотоход', 'вилочный', 'штабелер')",1
"('вилочный', 'штабелер', 'погрузчик')",1
"('штабелер', 'погрузчик', 'гусеничный')",1
"('погрузчик', 'гусеничный', 'машина')",1
"('гусеничный', 'машина', 'универсальный')",1
"('машина', 'универсальный', 'аэродромный')",1
"('универсальный', 'аэродромный', 'перронный')",1
"('аэродромный', 'перронный', 'автобус')",1
"('перронный', 'автобус', 'самоходный')",1
"('автобус', 'самоходный', 'пассажирский')",1
"('самоходный', 'пассажирский', 'трап')",1
"('пассажирский', 'трап', 'аэродромный')",1
"('трап', 'аэродромный', 'трап')",1
"('аэродромный', 'трап', 'самоходный')",1
"('трап', 'самоходный', 'полуприцеп')",1
"('самоходный', 'полуприцеп', 'бункер')",1
"('полуприцеп', 'бункер', 'перегрузчик')",1
"('бункер', 'перегрузчик', 'перевалочный')",1
"('перегрузчик', 'перевалочный', 'машина')",1
"('перевалочный', 'машина', 'торкерт')",1
"('машина', 'торкерт', 'установка')",1
"('торкерт', 'установка', 'культиватор')",1
"('установка', 'культиватор', 'глубокорыхлитель')",1
"('культиватор', 'глубокорыхлитель', 'полунавесной')",1
"('глубокорыхлитель', 'полунавесной', 'специальный')",1
"('полунавесной', 'специальный', 'мойщик')",1
"('специальный', 'мойщик', 'контейнер')",1
"('мойщик', 'контейнер', 'гусеничный')",1
"('контейнер', 'гусеничный', 'финишный')",1
"('гусеничный', 'финишный', 'з')",1
"('финишный', 'з', 'дековый')",1
"('з', 'дековый', 'грохот')",1
"('дековый', 'грохот', 'экскаватор')",1
"('грохот', 'экскаватор', 'гидравлический')",1
"('гусеничный', 'ход', 'строительный')",1
"('ход', 'строительный', 'лаборатория')",1
"('строительный', 'лаборатория', 'экскаватор')",1
"('лаборатория', 'экскаватор', 'гусеничный')",1
"('экскаватор', 'гусеничный', 'ход')",1
"('гусеничный', 'ход', 'буровой')",1
"('ход', 'буровой', 'крановый')",1
"('буровой', 'крановый', 'установка')",1
"('крановый', 'установка', 'подъемник')",1
"('установка', 'подъемник', 'рабочий')",1
"('передвижной', 'механизировать', 'мастерский')",1
"('механизировать', 'мастерский', 'передвижной')",1
"('передвижной', 'кму', 'машина')",1
"('кму', 'машина', 'трелевочный')",1
"('машина', 'трелевочный', 'гусеничный')",1
"('трелевочный', 'гусеничный', 'экскаватор')",1
"('гусеничный', 'экскаватор', 'одноковшовый')",1
"('одноковшовый', 'гусеничный', 'полноповоротный')",1
"('гусеничный', 'полноповоротный', 'полуприцеп')",1
"('полноповоротный', 'полуприцеп', 'низкорамный')",1
"('полуприцеп', 'низкорамный', 'специальный')",1
"('низкорамный', 'специальный', 'машина')",1
"('специальный', 'машина', 'очистка')",1
"('канализационный', 'сеть', 'специализированный')",1
"('сеть', 'специализированный', 'фургон')",1
"('пищевой', 'продукт', 'автопогрузчик')",1
"('продукт', 'автопогрузчик', 'дизельный')",1
"('автопогрузчик', 'дизельный', 'полуприцеп')",1
"('дизельный', 'полуприцеп', 'перевозка')",1
"('перевозка', 'скот', 'автомобиль')",1
"('скот', 'автомобиль', 'бортовый')",1
"('автомобиль', 'бортовый', 'платформа')",1
"('бортовый', 'платформа', 'кму')",1
"('платформа', 'кму', 'подъемный')",1
"('кму', 'подъемный', 'рабочий')",1
"('рабочий', 'платформа', 'агрегат')",1
"('платформа', 'агрегат', 'подъемный')",1
"('подъемный', 'ремонт', 'скважина')",1
"('скважина', 'колесный', 'мини')",1
"('бортовый', 'поворот', 'передвижной')",1
"('поворот', 'передвижной', 'подъемный')",1
"('передвижной', 'подъемный', 'рабочий')",1
"('платформа', 'специальный', 'мобильный')",1
"('мобильный', 'медицинский', 'комплекс')",1
"('медицинский', 'комплекс', 'специализированный')",1
"('комплекс', 'специализированный', 'перевозка')",1
"('перевозка', 'крупногабаритный', 'шина')",1
"('крупногабаритный', 'шина', 'буровой')",1
"('шина', 'буровой', 'фреза')",1
"('буровой', 'фреза', 'колесный')",1
"('фреза', 'колесный', 'сельскохозяйственный')",1
"('колесный', 'сельскохозяйственный', 'трактор')",1
"('сельскохозяйственный', 'трактор', 'экскаватор')",1
"('трактор', 'экскаватор', 'погрузчик')",1
"('погрузчик', 'колесный', 'экскаватор')",1
"('колесный', 'экскаватор', 'колесный')",1
"('экскаватор', 'колесный', 'ход')",1
"('колесный', 'ход', 'мини')",1
"('ход', 'мини', 'копровый')",1
"('мини', 'копровый', 'установка')",1
"('копровый', 'установка', 'гусеничный')",1
"('гусеничный', 'ход', 'бульдозер')",1
"('ход', 'бульдозер', 'гусеничный')",1
"('бульдозер', 'гусеничный', 'ход')",1
"('гусеничный', 'ход', 'неповоротный')",1
"('ход', 'неповоротный', 'отвал')",1
"('неповоротный', 'отвал', 'бортовой')",1
"('отвал', 'бортовой', 'платформа')",1
"('платформа', 'тент', 'ворота')",1
"('тент', 'ворота', 'специализированный')",1
"('ворота', 'специализированный', 'прицеп')",1
"('прицеп', 'перевозка', 'водный')",1
"('перевозка', 'водный', 'техника')",1
"('водный', 'техника', 'моторный')",1
"('техника', 'моторный', 'подогреватель')",1
"('моторный', 'подогреватель', 'мобильный')",1
"('подогреватель', 'мобильный', 'ножничный')",1
"('мобильный', 'ножничный', 'подъемник')",1
"('ножничный', 'подъемник', 'рабочий')",1
"('рабочий', 'платформа', 'транспортировщик')",1
"('платформа', 'транспортировщик', 'паллет')",1
"('транспортировщик', 'паллет', 'ножничный')",1
"('паллет', 'ножничный', 'подъемник')",1
"('ножничный', 'подъемник', 'автобус')",1
"('подъемник', 'автобус', 'перронный')",1
"('автобус', 'перронный', 'бензиновый')",1
"('перронный', 'бензиновый', 'погрузчик')",1
"('бензиновый', 'погрузчик', 'гусеничный')",1
"('погрузчик', 'гусеничный', 'кран')",1
"('гусеничный', 'кран', 'решетчатый')",1
"('кран', 'решетчатый', 'стрела')",1
"('решетчатый', 'стрела', 'машина')",1
"('стрела', 'машина', 'дорожный')",1
"('машина', 'дорожный', 'фронтальный')",1
"('дорожный', 'фронтальный', 'одноковшовый')",1
"('одноковшовый', 'самоходный', 'погрузчик')",1
"('самоходный', 'погрузчик', 'машина')",1
"('погрузчик', 'машина', 'строительный')",1
"('строительный', 'бурильный', 'специальный')",1
"('бурильный', 'специальный', 'передвижной')",1
"('специальный', 'передвижной', 'комплекс')",1
"('передвижной', 'комплекс', 'обеспечение')",1
"('комплекс', 'обеспечение', 'безопасность')",1
"('обеспечение', 'безопасность', 'дорожный')",1
"('безопасность', 'дорожный', 'движение')",1
"('дорожный', 'движение', 'колесный')",1
"('движение', 'колесный', 'экскаватор')",1
"('колесный', 'экскаватор', 'одноковшовый')",1
"('одноковшовый', 'полноповоротный', 'полуприцеп')",1
"('полноповоротный', 'полуприцеп', 'платформа')",1
"('полуприцеп', 'платформа', 'тент')",1
"('тент', 'специальный', 'коммунальный')",1
"('коммунальный', 'хозяйство', 'полуприцеп')",1
"('хозяйство', 'полуприцеп', 'тракторный')",1
"('полуприцеп', 'тракторный', 'коммунальный')",1
"('тракторный', 'коммунальный', 'дробильный')",1
"('коммунальный', 'дробильный', 'установка')",1
"('дробильный', 'установка', 'роторный')",1
"('установка', 'роторный', 'кран')",1
"('роторный', 'кран', 'стреловой')",1
"('стреловой', 'самоходный', 'короткобазовый')",1
"('самоходный', 'короткобазовый', 'шасси')",1
"('короткобазовый', 'шасси', 'фронтальный')",1
"('шасси', 'фронтальный', 'малогабаритный')",1
"('фронтальный', 'малогабаритный', 'погрузчик')",1
"('малогабаритный', 'погрузчик', 'погрузчик')",1
"('погрузчик', 'погрузчик', 'экскаватор')",1
"('погрузчик', 'экскаватор', 'самоходный')",1
"('экскаватор', 'самоходный', 'колесный')",1
"('самоходный', 'колесный', 'специальный')",1
"('колесный', 'специальный', 'насосный')",1
"('специальный', 'насосный', 'агрегат')",1
"('насосный', 'агрегат', 'колесный')",1
"('агрегат', 'колесный', 'погрузчик')",1
"('колесный', 'погрузчик', 'бетонораспределительный')",1
"('погрузчик', 'бетонораспределительный', 'стрела')",1
"('бетонораспределительный', 'стрела', 'машина')",1
"('стрела', 'машина', 'разрушение')",1
"('машина', 'разрушение', 'специализированный')",1
"('разрушение', 'специализированный', 'пассажирский')",1
"('специализированный', 'пассажирский', 'автомобиль')",1
"('пассажирский', 'автомобиль', 'мобильный')",1
"('автомобиль', 'мобильный', 'конусный')",1
"('мобильный', 'конусный', 'дробилка')",1
"('конусный', 'дробилка', 'полуприцеп')",1
"('дробилка', 'полуприцеп', 'обработка')",1
"('полуприцеп', 'обработка', 'передвижной')",1
"('обработка', 'передвижной', 'лаборатория')",1
"('передвижной', 'лаборатория', 'электрохимзащита')",1
"('лаборатория', 'электрохимзащита', 'ремонт')",1
"('электрохимзащита', 'ремонт', 'трубопровод')",1
"('ремонт', 'трубопровод', 'машина')",1
"('трубопровод', 'машина', 'расчистка')",1
"('машина', 'расчистка', 'просека')",1
"('расчистка', 'просека', 'лесной')",1
"('просека', 'лесной', 'измельчительный')",1
"('лесной', 'измельчительный', 'комплекс')",1
"('измельчительный', 'комплекс', 'специальный')",1
"('комплекс', 'специальный', 'дробильный')",1
"('специальный', 'дробильный', 'сортировочный')",1
"('дробильный', 'сортировочный', 'установка')",1
"('сортировочный', 'установка', 'экскаватор')",1
"('установка', 'экскаватор', 'одноковшовый')",1
"('одноковшовый', 'колесный', 'полноповоротный')",1
"('колесный', 'полноповоротный', 'экскаватор')",1
"('полноповоротный', 'экскаватор', 'колесный')",1
"('одноковшовый', 'полноповоротный', 'специальный')",1
"('полноповоротный', 'специальный', 'мастерский')",1
"('мастерский', 'передвижной', 'экскаватор')",1
"('передвижной', 'экскаватор', 'универсальный')",1
"('экскаватор', 'универсальный', 'колесный')",1
"('универсальный', 'колесный', 'одноковшовый')",1
"('колесный', 'одноковшовый', 'гидравлический')",1
"('одноковшовый', 'гидравлический', 'подметальный')",1
"('гидравлический', 'подметальный', 'всасывающий')",1
"('подметальный', 'всасывающий', 'машина')",1
"('всасывающий', 'машина', 'грузовой')",1
"('машина', 'грузовой', 'пневмоколесный')",1
"('грузовой', 'пневмоколесный', 'карьерный')",1
"('пневмоколесный', 'карьерный', 'самосвал')",1
"('карьерный', 'самосвал', 'автобус')",1
"('самосвал', 'автобус', 'городской')",1
"('автобус', 'городской', 'штабелер')",1
"('городской', 'штабелер', 'самоходный')",1
"('штабелер', 'самоходный', 'самоходный')",1
"('самоходный', 'самоходный', 'прицеп')",1
"('самоходный', 'прицеп', 'раздатчик')",1
"('прицеп', 'раздатчик', 'корм')",1
